NO. 2800	(0,1,1,16,29)
NO. 2801	(1,1,1,15,26)
NO. 2802	(0,2,1,16,27)
NO. 2803	(0,2,1,16,27)
NO. 2804	(0,1,1,16,28)
NO. 2805	(1,1,1,15,27)
NO. 2806	(0,2,1,16,28)
NO. 2807	(0,2,1,16,28)
NO. 2808	(0,1,1,16,29)
NO. 2809	(1,1,1,14,27)
NO. 2810	(0,2,1,15,28)
NO. 2811	(0,2,1,16,28)
NO. 2812	(0,1,1,14,29)
NO. 2813	(1,1,1,13,28)
NO. 2814	(0,2,1,14,29)
NO. 2815	(0,2,1,16,29)
NO. 2816	(0,1,1,14,30)
NO. 2817	(1,2,1,12,23)
NO. 2818	(0,3,1,13,24)
NO. 2819	(0,3,1,13,24)
NO. 2820	(0,2,1,13,25)
NO. 2821	(1,2,1,12,24)
NO. 2822	(0,3,1,12,25)
NO. 2823	(0,3,1,13,25)
NO. 2824	(0,2,1,13,26)
NO. 2825	(1,1,1,13,24)
NO. 2826	(0,2,1,14,25)
NO. 2827	(0,2,1,14,25)
NO. 2828	(0,1,1,14,26)
NO. 2829	(1,1,1,13,25)
NO. 2830	(0,2,1,14,26)
NO. 2831	(0,2,1,15,26)
NO. 2832	(0,1,1,14,27)
NO. 2833	(1,1,1,13,24)
NO. 2834	(0,2,1,14,25)
NO. 2835	(0,2,1,14,25)
NO. 2836	(0,1,1,14,26)
NO. 2837	(1,1,1,13,25)
NO. 2838	(0,2,1,14,26)
NO. 2839	(0,2,1,15,26)
NO. 2840	(0,1,1,14,27)
NO. 2841	(1,1,1,13,25)
NO. 2842	(0,2,1,14,26)
NO. 2843	(0,2,1,14,26)
NO. 2844	(0,1,1,14,27)
NO. 2845	(1,1,1,14,26)
NO. 2846	(0,2,1,14,27)
NO. 2847	(0,2,1,16,27)
NO. 2848	(0,1,1,15,28)
NO. 2849	(1,1,1,12,24)
NO. 2850	(0,2,1,13,25)
NO. 2851	(0,2,1,13,25)
NO. 2852	(0,1,1,13,26)
NO. 2853	(1,1,1,11,25)
NO. 2854	(0,2,1,13,26)
NO. 2855	(0,2,1,13,26)
NO. 2856	(0,1,1,12,27)
NO. 2857	(1,1,1,13,25)
NO. 2858	(0,2,1,14,26)
NO. 2859	(0,2,1,14,26)
NO. 2860	(0,1,1,14,27)
NO. 2861	(1,1,1,12,26)
NO. 2862	(0,2,1,14,27)
NO. 2863	(0,2,1,14,27)
NO. 2864	(0,1,1,13,28)
NO. 2865	(1,1,1,13,25)
NO. 2866	(0,2,1,14,26)
NO. 2867	(0,2,1,14,26)
NO. 2868	(0,1,1,14,27)
NO. 2869	(1,1,1,12,26)
NO. 2870	(0,2,1,14,27)
NO. 2871	(0,2,1,14,27)
NO. 2872	(0,1,1,13,28)
NO. 2873	(1,1,1,12,26)
NO. 2874	(0,2,1,13,27)
NO. 2875	(0,2,1,13,27)
NO. 2876	(0,1,1,15,28)
NO. 2877	(1,1,1,11,27)
NO. 2878	(0,2,1,13,28)
NO. 2879	(0,2,1,15,28)
NO. 2880	(0,1,1,14,29)
NO. 2881	(1,1,1,13,24)
NO. 2882	(0,2,1,15,25)
NO. 2883	(0,2,1,14,25)
NO. 2884	(0,1,1,16,26)
NO. 2885	(1,1,1,13,25)
NO. 2886	(0,2,1,14,26)
NO. 2887	(0,2,1,15,26)
NO. 2888	(0,1,1,15,27)
NO. 2889	(1,1,1,14,25)
NO. 2890	(0,2,1,16,26)
NO. 2891	(0,2,1,15,26)
NO. 2892	(0,1,1,17,27)
NO. 2893	(1,1,1,15,26)
NO. 2894	(0,2,1,16,27)
NO. 2895	(0,2,1,17,27)
NO. 2896	(0,1,1,16,28)
NO. 2897	(1,1,1,14,25)
NO. 2898	(0,2,1,16,26)
NO. 2899	(0,2,1,15,26)
NO. 2900	(0,1,1,17,27)
NO. 2901	(1,1,1,15,26)
NO. 2902	(0,2,1,16,27)
NO. 2903	(0,2,1,17,27)
NO. 2904	(0,1,1,16,28)
NO. 2905	(1,1,1,14,26)
NO. 2906	(0,2,1,15,27)
NO. 2907	(0,2,1,15,27)
NO. 2908	(0,1,1,16,28)
NO. 2909	(1,1,1,14,27)
NO. 2910	(0,2,1,15,28)
NO. 2911	(0,2,1,18,28)
NO. 2912	(0,1,1,16,29)
NO. 2913	(1,1,1,12,25)
NO. 2914	(0,2,1,14,26)
NO. 2915	(0,2,1,13,26)
NO. 2916	(0,1,1,15,27)
NO. 2917	(1,1,1,12,26)
NO. 2918	(0,2,1,14,27)
NO. 2919	(0,2,1,14,27)
NO. 2920	(0,1,1,13,28)
NO. 2921	(1,1,1,13,26)
NO. 2922	(0,2,1,16,27)
NO. 2923	(0,2,1,14,27)
NO. 2924	(0,1,1,16,28)
NO. 2925	(1,1,1,14,27)
NO. 2926	(0,2,1,16,28)
NO. 2927	(0,2,1,16,28)
NO. 2928	(0,1,1,15,29)
NO. 2929	(1,1,1,13,26)
NO. 2930	(0,2,1,16,27)
NO. 2931	(0,2,1,14,27)
NO. 2932	(0,1,1,16,28)
NO. 2933	(1,1,1,14,27)
NO. 2934	(0,2,1,16,28)
NO. 2935	(0,2,1,16,28)
NO. 2936	(0,1,1,15,29)
NO. 2937	(1,1,1,13,27)
NO. 2938	(0,2,1,14,28)
NO. 2939	(0,2,1,14,28)
NO. 2940	(0,1,1,16,29)
NO. 2941	(1,1,1,12,28)
NO. 2942	(0,2,1,14,29)
NO. 2943	(0,2,1,16,29)
NO. 2944	(0,1,1,15,30)
NO. 2945	(1,2,1,13,24)
NO. 2946	(0,3,1,14,25)
NO. 2947	(0,3,1,14,25)
NO. 2948	(0,2,1,14,26)
NO. 2949	(1,2,1,12,25)
NO. 2950	(0,3,1,13,26)
NO. 2951	(0,3,1,13,26)
NO. 2952	(0,2,1,13,27)
NO. 2953	(1,1,1,14,25)
NO. 2954	(0,2,1,15,26)
NO. 2955	(0,2,1,15,26)
NO. 2956	(0,1,1,15,27)
NO. 2957	(1,1,1,14,26)
NO. 2958	(0,2,1,15,27)
NO. 2959	(0,2,1,15,27)
NO. 2960	(0,1,1,15,28)
NO. 2961	(1,1,1,14,25)
NO. 2962	(0,2,1,15,26)
NO. 2963	(0,2,1,15,26)
NO. 2964	(0,1,1,15,27)
NO. 2965	(1,1,1,14,26)
NO. 2966	(0,2,1,15,27)
NO. 2967	(0,2,1,15,27)
NO. 2968	(0,1,1,15,28)
NO. 2969	(1,1,1,14,26)
NO. 2970	(0,2,1,15,27)
NO. 2971	(0,2,1,16,27)
NO. 2972	(0,1,1,15,28)
NO. 2973	(1,1,1,14,27)
NO. 2974	(0,2,1,15,28)
NO. 2975	(0,2,1,16,28)
NO. 2976	(0,1,1,16,29)
NO. 2977	(1,1,1,13,25)
NO. 2978	(0,2,1,14,26)
NO. 2979	(0,2,1,14,26)
NO. 2980	(0,1,1,14,27)
NO. 2981	(1,1,1,12,26)
NO. 2982	(0,2,1,13,27)
NO. 2983	(0,2,1,14,27)
NO. 2984	(0,1,1,13,28)
NO. 2985	(1,1,1,14,26)
NO. 2986	(0,2,1,15,27)
NO. 2987	(0,2,1,15,27)
NO. 2988	(0,1,1,15,28)
NO. 2989	(1,1,1,13,27)
NO. 2990	(0,2,1,14,28)
NO. 2991	(0,2,1,14,28)
NO. 2992	(0,1,1,14,29)
NO. 2993	(1,1,1,14,26)
NO. 2994	(0,2,1,15,27)
NO. 2995	(0,2,1,15,27)
NO. 2996	(0,1,1,15,28)
NO. 2997	(1,1,1,13,27)
NO. 2998	(0,2,1,14,28)
NO. 2999	(0,2,1,14,28)
NO. 3000	(0,1,1,14,29)
NO. 3001	(1,1,1,13,27)
NO. 3002	(0,2,1,14,28)
NO. 3003	(0,2,1,16,28)
NO. 3004	(0,1,1,16,29)
NO. 3005	(1,1,1,12,28)
NO. 3006	(0,2,1,13,29)
NO. 3007	(0,2,1,15,29)
NO. 3008	(0,1,1,15,30)
NO. 3009	(1,1,1,14,25)
NO. 3010	(0,2,1,15,26)
NO. 3011	(0,2,1,16,26)
NO. 3012	(0,1,1,16,27)
NO. 3013	(1,1,1,13,26)
NO. 3014	(0,2,1,14,27)
NO. 3015	(0,2,1,16,27)
NO. 3016	(0,1,1,15,28)
NO. 3017	(1,1,1,15,26)
NO. 3018	(0,2,1,16,27)
NO. 3019	(0,2,1,18,27)
NO. 3020	(0,1,1,18,28)
NO. 3021	(1,1,1,15,27)
NO. 3022	(0,2,1,16,28)
NO. 3023	(0,2,1,17,28)
NO. 3024	(0,1,1,17,29)
NO. 3025	(1,1,1,15,26)
NO. 3026	(0,2,1,16,27)
NO. 3027	(0,2,1,18,27)
NO. 3028	(0,1,1,18,28)
NO. 3029	(1,1,1,15,27)
NO. 3030	(0,2,1,16,28)
NO. 3031	(0,2,1,17,28)
NO. 3032	(0,1,1,17,29)
NO. 3033	(1,1,1,14,27)
NO. 3034	(0,2,1,15,28)
NO. 3035	(0,2,1,18,28)
NO. 3036	(0,1,1,18,29)
NO. 3037	(1,1,1,14,28)
NO. 3038	(0,2,1,15,29)
NO. 3039	(0,2,1,18,29)
NO. 3040	(0,1,1,16,30)
NO. 3041	(1,1,1,14,26)
NO. 3042	(0,2,1,15,27)
NO. 3043	(0,2,1,15,27)
NO. 3044	(0,1,1,15,28)
NO. 3045	(1,1,1,13,27)
NO. 3046	(0,2,1,14,28)
NO. 3047	(0,2,1,14,28)
NO. 3048	(0,1,1,14,29)
NO. 3049	(1,1,1,16,27)
NO. 3050	(0,2,1,17,28)
NO. 3051	(0,2,1,17,28)
NO. 3052	(0,1,1,16,29)
NO. 3053	(1,1,1,15,28)
NO. 3054	(0,2,1,16,29)
NO. 3055	(0,2,1,16,29)
NO. 3056	(0,1,1,15,30)
NO. 3057	(1,1,1,16,27)
NO. 3058	(0,2,1,17,28)
NO. 3059	(0,2,1,17,28)
NO. 3060	(0,1,1,16,29)
NO. 3061	(1,1,1,15,28)
NO. 3062	(0,2,1,16,29)
NO. 3063	(0,2,1,16,29)
NO. 3064	(0,1,1,15,30)
NO. 3065	(1,1,1,14,28)
NO. 3066	(0,2,1,15,29)
NO. 3067	(0,2,1,17,29)
NO. 3068	(0,1,1,17,30)
NO. 3069	(1,1,1,13,29)
NO. 3070	(0,2,1,14,30)
NO. 3071	(0,2,1,16,30)
NO. 3072	(0,1,1,16,31)
NO. 3073	(1,2,1,13,22)
NO. 3074	(0,3,1,14,23)
NO. 3075	(0,3,1,14,23)
NO. 3076	(0,2,1,14,24)
NO. 3077	(1,2,1,13,23)
NO. 3078	(0,3,1,14,24)
NO. 3079	(0,3,1,15,24)
NO. 3080	(0,2,1,14,25)
NO. 3081	(1,1,1,14,23)
NO. 3082	(0,2,1,16,24)
NO. 3083	(0,2,1,15,24)
NO. 3084	(0,1,1,15,25)
NO. 3085	(1,1,1,15,24)
NO. 3086	(0,2,1,16,25)
NO. 3087	(0,2,1,16,25)
NO. 3088	(0,1,1,15,26)
NO. 3089	(1,1,1,14,23)
NO. 3090	(0,2,1,16,24)
NO. 3091	(0,2,1,15,24)
NO. 3092	(0,1,1,15,25)
NO. 3093	(1,1,1,15,24)
NO. 3094	(0,2,1,16,25)
NO. 3095	(0,2,1,16,25)
NO. 3096	(0,1,1,15,26)
NO. 3097	(1,1,1,13,24)
NO. 3098	(0,2,1,14,25)
NO. 3099	(0,2,1,13,25)
NO. 3100	(0,1,1,13,26)
NO. 3101	(1,1,1,14,25)
NO. 3102	(0,2,1,15,26)
NO. 3103	(0,2,1,14,26)
NO. 3104	(0,1,1,14,27)
NO. 3105	(1,1,1,13,23)
NO. 3106	(0,2,1,15,24)
NO. 3107	(0,2,1,14,24)
NO. 3108	(0,1,1,14,25)
NO. 3109	(1,1,1,12,24)
NO. 3110	(0,2,1,14,25)
NO. 3111	(0,2,1,14,25)
NO. 3112	(0,1,1,13,26)
NO. 3113	(1,1,1,14,24)
NO. 3114	(0,2,1,15,25)
NO. 3115	(0,2,1,15,25)
NO. 3116	(0,1,1,15,26)
NO. 3117	(1,1,1,13,25)
NO. 3118	(0,2,1,15,26)
NO. 3119	(0,2,1,15,26)
NO. 3120	(0,1,1,14,27)
NO. 3121	(1,1,1,14,24)
NO. 3122	(0,2,1,15,25)
NO. 3123	(0,2,1,15,25)
NO. 3124	(0,1,1,15,26)
NO. 3125	(1,1,1,13,25)
NO. 3126	(0,2,1,15,26)
NO. 3127	(0,2,1,15,26)
NO. 3128	(0,1,1,14,27)
NO. 3129	(1,1,1,12,25)
NO. 3130	(0,2,1,13,26)
NO. 3131	(0,2,1,13,26)
NO. 3132	(0,1,1,13,27)
NO. 3133	(1,1,1,12,26)
NO. 3134	(0,2,1,13,27)
NO. 3135	(0,2,1,14,27)
NO. 3136	(0,1,1,13,28)
NO. 3137	(1,1,1,13,23)
NO. 3138	(0,2,1,15,24)
NO. 3139	(0,2,1,14,24)
NO. 3140	(0,1,1,15,25)
NO. 3141	(1,1,1,14,24)
NO. 3142	(0,2,1,15,25)
NO. 3143	(0,2,1,15,25)
NO. 3144	(0,1,1,14,26)
NO. 3145	(1,1,1,14,24)
NO. 3146	(0,2,1,16,25)
NO. 3147	(0,2,1,15,25)
NO. 3148	(0,1,1,16,26)
NO. 3149	(1,1,1,15,25)
NO. 3150	(0,2,1,16,26)
NO. 3151	(0,2,1,16,26)
NO. 3152	(0,1,1,16,27)
NO. 3153	(1,1,1,14,24)
NO. 3154	(0,2,1,16,25)
NO. 3155	(0,2,1,15,25)
NO. 3156	(0,1,1,16,26)
NO. 3157	(1,1,1,15,25)
NO. 3158	(0,2,1,16,26)
NO. 3159	(0,2,1,16,26)
NO. 3160	(0,1,1,16,27)
NO. 3161	(1,1,1,14,25)
NO. 3162	(0,2,1,15,26)
NO. 3163	(0,2,1,15,26)
NO. 3164	(0,1,1,15,27)
NO. 3165	(1,1,1,14,26)
NO. 3166	(0,2,1,15,27)
NO. 3167	(0,2,1,15,27)
NO. 3168	(0,1,1,15,28)
NO. 3169	(1,1,1,12,24)
NO. 3170	(0,2,1,14,25)
NO. 3171	(0,2,1,13,25)
NO. 3172	(0,1,1,14,26)
NO. 3173	(1,1,1,13,25)
NO. 3174	(0,2,1,14,26)
NO. 3175	(0,2,1,14,26)
NO. 3176	(0,1,1,13,27)
NO. 3177	(1,1,1,13,25)
NO. 3178	(0,2,1,15,26)
NO. 3179	(0,2,1,14,26)
NO. 3180	(0,1,1,15,27)
NO. 3181	(1,1,1,14,26)
NO. 3182	(0,2,1,15,27)
NO. 3183	(0,2,1,15,27)
NO. 3184	(0,1,1,15,28)
NO. 3185	(1,1,1,13,25)
NO. 3186	(0,2,1,15,26)
NO. 3187	(0,2,1,14,26)
NO. 3188	(0,1,1,15,27)
NO. 3189	(1,1,1,14,26)
NO. 3190	(0,2,1,15,27)
NO. 3191	(0,2,1,15,27)
NO. 3192	(0,1,1,15,28)
NO. 3193	(1,1,1,13,26)
NO. 3194	(0,2,1,14,27)
NO. 3195	(0,2,1,14,27)
NO. 3196	(0,1,1,14,28)
NO. 3197	(1,1,1,13,27)
NO. 3198	(0,2,1,14,28)
NO. 3199	(0,2,1,14,28)
NO. 3200	(0,1,1,14,29)
NO. 3201	(1,2,1,13,23)
NO. 3202	(0,3,1,14,24)
NO. 3203	(0,3,1,15,24)
NO. 3204	(0,2,1,14,25)
NO. 3205	(1,2,1,13,24)
NO. 3206	(0,3,1,13,25)
NO. 3207	(0,3,1,14,25)
NO. 3208	(0,2,1,14,26)
NO. 3209	(1,1,1,15,24)
NO. 3210	(0,2,1,16,25)
NO. 3211	(0,2,1,16,25)
NO. 3212	(0,1,1,16,26)
NO. 3213	(1,1,1,15,25)
NO. 3214	(0,2,1,16,26)
NO. 3215	(0,2,1,15,26)
NO. 3216	(0,1,1,15,27)
NO. 3217	(1,1,1,15,24)
NO. 3218	(0,2,1,16,25)
NO. 3219	(0,2,1,16,25)
NO. 3220	(0,1,1,16,26)
NO. 3221	(1,1,1,15,25)
NO. 3222	(0,2,1,16,26)
NO. 3223	(0,2,1,15,26)
NO. 3224	(0,1,1,15,27)
NO. 3225	(1,1,1,12,25)
NO. 3226	(0,2,1,14,26)
NO. 3227	(0,2,1,13,26)
NO. 3228	(0,1,1,13,27)
NO. 3229	(1,1,1,13,26)
NO. 3230	(0,2,1,14,27)
NO. 3231	(0,2,1,13,27)
NO. 3232	(0,1,1,13,28)
NO. 3233	(1,1,1,13,24)
NO. 3234	(0,2,1,14,25)
NO. 3235	(0,2,1,15,25)
NO. 3236	(0,1,1,14,26)
NO. 3237	(1,1,1,12,25)
NO. 3238	(0,2,1,14,26)
NO. 3239	(0,2,1,14,26)
NO. 3240	(0,1,1,13,27)
NO. 3241	(1,1,1,14,25)
NO. 3242	(0,2,1,15,26)
NO. 3243	(0,2,1,16,26)
NO. 3244	(0,1,1,15,27)
NO. 3245	(1,1,1,13,26)
NO. 3246	(0,2,1,15,27)
NO. 3247	(0,2,1,15,27)
NO. 3248	(0,1,1,14,28)
NO. 3249	(1,1,1,14,25)
NO. 3250	(0,2,1,15,26)
NO. 3251	(0,2,1,16,26)
NO. 3252	(0,1,1,15,27)
NO. 3253	(1,1,1,13,26)
NO. 3254	(0,2,1,15,27)
NO. 3255	(0,2,1,15,27)
NO. 3256	(0,1,1,14,28)
NO. 3257	(1,1,1,12,26)
NO. 3258	(0,2,1,13,27)
NO. 3259	(0,2,1,13,27)
NO. 3260	(0,1,1,13,28)
NO. 3261	(1,1,1,11,27)
NO. 3262	(0,2,1,13,28)
NO. 3263	(0,2,1,13,28)
NO. 3264	(0,1,1,12,29)
NO. 3265	(1,1,1,13,24)
NO. 3266	(0,2,1,14,25)
NO. 3267	(0,2,1,14,25)
NO. 3268	(0,1,1,14,26)
NO. 3269	(1,1,1,13,25)
NO. 3270	(0,2,1,14,26)
NO. 3271	(0,2,1,15,26)
NO. 3272	(0,1,1,13,27)
NO. 3273	(1,1,1,14,25)
NO. 3274	(0,2,1,16,26)
NO. 3275	(0,2,1,15,26)
NO. 3276	(0,1,1,15,27)
NO. 3277	(1,1,1,14,26)
NO. 3278	(0,2,1,16,27)
NO. 3279	(0,2,1,16,27)
NO. 3280	(0,1,1,15,28)
NO. 3281	(1,1,1,14,25)
NO. 3282	(0,2,1,16,26)
NO. 3283	(0,2,1,15,26)
NO. 3284	(0,1,1,15,27)
NO. 3285	(1,1,1,14,26)
NO. 3286	(0,2,1,16,27)
NO. 3287	(0,2,1,16,27)
NO. 3288	(0,1,1,15,28)
NO. 3289	(1,1,1,13,26)
NO. 3290	(0,2,1,15,27)
NO. 3291	(0,2,1,14,27)
NO. 3292	(0,1,1,14,28)
NO. 3293	(1,1,1,13,27)
NO. 3294	(0,2,1,15,28)
NO. 3295	(0,2,1,15,28)
NO. 3296	(0,1,1,14,29)
NO. 3297	(1,1,1,12,25)
NO. 3298	(0,2,1,14,26)
NO. 3299	(0,2,1,13,26)
NO. 3300	(0,1,1,13,27)
NO. 3301	(1,1,1,12,26)
NO. 3302	(0,2,1,14,27)
NO. 3303	(0,2,1,14,27)
NO. 3304	(0,1,1,12,28)
NO. 3305	(1,1,1,13,26)
NO. 3306	(0,2,1,15,27)
NO. 3307	(0,2,1,15,27)
NO. 3308	(0,1,1,14,28)
NO. 3309	(1,1,1,13,27)
NO. 3310	(0,2,1,15,28)
NO. 3311	(0,2,1,15,28)
NO. 3312	(0,1,1,14,29)
NO. 3313	(1,1,1,13,26)
NO. 3314	(0,2,1,15,27)
NO. 3315	(0,2,1,15,27)
NO. 3316	(0,1,1,14,28)
NO. 3317	(1,1,1,13,27)
NO. 3318	(0,2,1,15,28)
NO. 3319	(0,2,1,15,28)
NO. 3320	(0,1,1,14,29)
NO. 3321	(1,1,1,12,27)
NO. 3322	(0,2,1,14,28)
NO. 3323	(0,2,1,14,28)
NO. 3324	(0,1,1,13,29)
NO. 3325	(1,1,1,12,28)
NO. 3326	(0,2,1,14,29)
NO. 3327	(0,2,1,14,29)
NO. 3328	(0,1,1,13,30)
NO. 3329	(1,2,1,13,23)
NO. 3330	(0,3,1,14,24)
NO. 3331	(0,3,1,14,24)
NO. 3332	(0,2,1,14,25)
NO. 3333	(1,2,1,13,24)
NO. 3334	(0,3,1,14,25)
NO. 3335	(0,3,1,14,25)
NO. 3336	(0,2,1,14,26)
NO. 3337	(1,1,1,14,24)
NO. 3338	(0,2,1,15,25)
NO. 3339	(0,2,1,15,25)
NO. 3340	(0,1,1,15,26)
NO. 3341	(1,1,1,14,25)
NO. 3342	(0,2,1,15,26)
NO. 3343	(0,2,1,15,26)
NO. 3344	(0,1,1,15,27)
NO. 3345	(1,1,1,14,24)
NO. 3346	(0,2,1,15,25)
NO. 3347	(0,2,1,15,25)
NO. 3348	(0,1,1,15,26)
NO. 3349	(1,1,1,14,25)
NO. 3350	(0,2,1,15,26)
NO. 3351	(0,2,1,15,26)
NO. 3352	(0,1,1,15,27)
NO. 3353	(1,1,1,12,25)
NO. 3354	(0,2,1,14,26)
NO. 3355	(0,2,1,13,26)
NO. 3356	(0,1,1,13,27)
NO. 3357	(1,1,1,14,26)
NO. 3358	(0,2,1,15,27)
NO. 3359	(0,2,1,14,27)
NO. 3360	(0,1,1,14,28)
NO. 3361	(1,1,1,13,24)
NO. 3362	(0,2,1,15,25)
NO. 3363	(0,2,1,14,25)
NO. 3364	(0,1,1,14,26)
NO. 3365	(1,1,1,13,25)
NO. 3366	(0,2,1,14,26)
NO. 3367	(0,2,1,14,26)
NO. 3368	(0,1,1,14,27)
NO. 3369	(1,1,1,14,25)
NO. 3370	(0,2,1,15,26)
NO. 3371	(0,2,1,15,26)
NO. 3372	(0,1,1,15,27)
NO. 3373	(1,1,1,14,26)
NO. 3374	(0,2,1,15,27)
NO. 3375	(0,2,1,15,27)
NO. 3376	(0,1,1,15,28)
NO. 3377	(1,1,1,14,25)
NO. 3378	(0,2,1,15,26)
NO. 3379	(0,2,1,15,26)
NO. 3380	(0,1,1,15,27)
NO. 3381	(1,1,1,14,26)
NO. 3382	(0,2,1,15,27)
NO. 3383	(0,2,1,15,27)
NO. 3384	(0,1,1,15,28)
NO. 3385	(1,1,1,12,26)
NO. 3386	(0,2,1,13,27)
NO. 3387	(0,2,1,13,27)
NO. 3388	(0,1,1,13,28)
NO. 3389	(1,1,1,12,27)
NO. 3390	(0,2,1,13,28)
NO. 3391	(0,2,1,14,28)
NO. 3392	(0,1,1,13,29)
NO. 3393	(1,1,1,13,24)
NO. 3394	(0,2,1,15,25)
NO. 3395	(0,2,1,14,25)
NO. 3396	(0,1,1,15,26)
NO. 3397	(1,1,1,14,25)
NO. 3398	(0,2,1,15,26)
NO. 3399	(0,2,1,15,26)
NO. 3400	(0,1,1,14,27)
NO. 3401	(1,1,1,14,25)
NO. 3402	(0,2,1,16,26)
NO. 3403	(0,2,1,15,26)
NO. 3404	(0,1,1,16,27)
NO. 3405	(1,1,1,15,26)
NO. 3406	(0,2,1,16,27)
NO. 3407	(0,2,1,16,27)
NO. 3408	(0,1,1,16,28)
NO. 3409	(1,1,1,14,25)
NO. 3410	(0,2,1,16,26)
NO. 3411	(0,2,1,15,26)
NO. 3412	(0,1,1,16,27)
NO. 3413	(1,1,1,15,26)
NO. 3414	(0,2,1,16,27)
NO. 3415	(0,2,1,16,27)
NO. 3416	(0,1,1,16,28)
NO. 3417	(1,1,1,13,26)
NO. 3418	(0,2,1,15,27)
NO. 3419	(0,2,1,14,27)
NO. 3420	(0,1,1,15,28)
NO. 3421	(1,1,1,14,27)
NO. 3422	(0,2,1,15,28)
NO. 3423	(0,2,1,15,28)
NO. 3424	(0,1,1,15,29)
NO. 3425	(1,1,1,12,25)
NO. 3426	(0,2,1,14,26)
NO. 3427	(0,2,1,13,26)
NO. 3428	(0,1,1,14,27)
NO. 3429	(1,1,1,13,26)
NO. 3430	(0,2,1,14,27)
NO. 3431	(0,2,1,14,27)
NO. 3432	(0,1,1,13,28)
NO. 3433	(1,1,1,13,26)
NO. 3434	(0,2,1,15,27)
NO. 3435	(0,2,1,14,27)
NO. 3436	(0,1,1,15,28)
NO. 3437	(1,1,1,14,27)
NO. 3438	(0,2,1,15,28)
NO. 3439	(0,2,1,15,28)
NO. 3440	(0,1,1,15,29)
NO. 3441	(1,1,1,13,26)
NO. 3442	(0,2,1,15,27)
NO. 3443	(0,2,1,14,27)
NO. 3444	(0,1,1,15,28)
NO. 3445	(1,1,1,14,27)
NO. 3446	(0,2,1,15,28)
NO. 3447	(0,2,1,15,28)
NO. 3448	(0,1,1,15,29)
NO. 3449	(1,1,1,13,27)
NO. 3450	(0,2,1,14,28)
NO. 3451	(0,2,1,14,28)
NO. 3452	(0,1,1,14,29)
NO. 3453	(1,1,1,13,28)
NO. 3454	(0,2,1,14,29)
NO. 3455	(0,2,1,14,29)
NO. 3456	(0,1,1,14,30)
NO. 3457	(1,2,1,13,24)
NO. 3458	(0,3,1,14,25)
NO. 3459	(0,3,1,15,25)
NO. 3460	(0,2,1,14,26)
NO. 3461	(1,2,1,13,25)
NO. 3462	(0,3,1,13,26)
NO. 3463	(0,3,1,14,26)
NO. 3464	(0,2,1,14,27)
NO. 3465	(1,1,1,15,25)
NO. 3466	(0,2,1,16,26)
NO. 3467	(0,2,1,16,26)
NO. 3468	(0,1,1,16,27)
NO. 3469	(1,1,1,14,26)
NO. 3470	(0,2,1,15,27)
NO. 3471	(0,2,1,15,27)
NO. 3472	(0,1,1,15,28)
NO. 3473	(1,1,1,15,25)
NO. 3474	(0,2,1,16,26)
NO. 3475	(0,2,1,16,26)
NO. 3476	(0,1,1,16,27)
NO. 3477	(1,1,1,14,26)
NO. 3478	(0,2,1,15,27)
NO. 3479	(0,2,1,15,27)
NO. 3480	(0,1,1,15,28)
NO. 3481	(1,1,1,12,26)
NO. 3482	(0,2,1,14,27)
NO. 3483	(0,2,1,13,27)
NO. 3484	(0,1,1,13,28)
NO. 3485	(1,1,1,13,27)
NO. 3486	(0,2,1,14,28)
NO. 3487	(0,2,1,13,28)
NO. 3488	(0,1,1,13,29)
NO. 3489	(1,1,1,13,25)
NO. 3490	(0,2,1,14,26)
NO. 3491	(0,2,1,15,26)
NO. 3492	(0,1,1,14,27)
NO. 3493	(1,1,1,12,26)
NO. 3494	(0,2,1,14,27)
NO. 3495	(0,2,1,14,27)
NO. 3496	(0,1,1,13,28)
NO. 3497	(1,1,1,14,26)
NO. 3498	(0,2,1,15,27)
NO. 3499	(0,2,1,16,27)
NO. 3500	(0,1,1,15,28)
NO. 3501	(1,1,1,13,27)
NO. 3502	(0,2,1,15,28)
NO. 3503	(0,2,1,15,28)
NO. 3504	(0,1,1,14,29)
NO. 3505	(1,1,1,14,26)
NO. 3506	(0,2,1,15,27)
NO. 3507	(0,2,1,16,27)
NO. 3508	(0,1,1,15,28)
NO. 3509	(1,1,1,13,27)
NO. 3510	(0,2,1,15,28)
NO. 3511	(0,2,1,15,28)
NO. 3512	(0,1,1,14,29)
NO. 3513	(1,1,1,12,27)
NO. 3514	(0,2,1,13,28)
NO. 3515	(0,2,1,13,28)
NO. 3516	(0,1,1,13,29)
NO. 3517	(1,1,1,11,28)
NO. 3518	(0,2,1,13,29)
NO. 3519	(0,2,1,13,29)
NO. 3520	(0,1,1,12,30)
NO. 3521	(1,1,1,13,25)
NO. 3522	(0,2,1,14,26)
NO. 3523	(0,2,1,14,26)
NO. 3524	(0,1,1,14,27)
NO. 3525	(1,1,1,13,26)
NO. 3526	(0,2,1,14,27)
NO. 3527	(0,2,1,15,27)
NO. 3528	(0,1,1,13,28)
NO. 3529	(1,1,1,14,26)
NO. 3530	(0,2,1,16,27)
NO. 3531	(0,2,1,15,27)
NO. 3532	(0,1,1,15,28)
NO. 3533	(1,1,1,14,27)
NO. 3534	(0,2,1,16,28)
NO. 3535	(0,2,1,16,28)
